t,field,value,color,status,reason,raw
5.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
5.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
5.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
6.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
6.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
6.0,HR,81,NEUTRAL,OK,hr_present,{age_s=0.0}
6.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
6.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
6.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
7.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
7.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
7.0,HR,81,NEUTRAL,OK,hr_present,{age_s=0.0}
7.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
7.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
7.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
8.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
8.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
8.0,HR,81,NEUTRAL,OK,hr_present,{age_s=0.0}
8.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
8.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
8.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
9.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
9.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
9.0,HR,81,NEUTRAL,OK,hr_present,{age_s=0.0}
9.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
9.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
9.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
10.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
10.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
10.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
10.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
10.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
10.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
11.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
11.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
11.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
11.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
11.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
11.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
12.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
12.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
12.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
12.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
12.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
12.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
13.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
13.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
13.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
13.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
13.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
13.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
14.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
14.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
14.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
14.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
14.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
14.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
15.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
15.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
15.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
15.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
15.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
15.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
16.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
16.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
16.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
16.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
16.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
16.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
17.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
17.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
17.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
17.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
17.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
17.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
18.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
18.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
18.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
18.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
18.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
18.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
19.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
19.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
19.0,HR,82,NEUTRAL,OK,hr_present,{age_s=0.0}
19.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
19.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
19.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
20.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
20.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
20.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
20.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
20.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
20.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
21.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
21.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
21.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
21.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
21.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
21.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
22.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
22.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
22.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
22.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
22.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
22.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
23.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
23.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
23.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
23.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
23.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
23.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
24.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
24.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
24.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
24.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
24.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
24.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
25.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
25.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
25.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
25.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
25.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
25.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
26.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
26.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
26.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
26.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
26.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
26.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
27.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
27.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
27.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
27.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
27.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
27.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
28.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
28.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
28.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
28.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
28.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
28.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
29.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
29.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
29.0,HR,83,NEUTRAL,OK,hr_present,{age_s=0.0}
29.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
29.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
29.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
30.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
30.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
30.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
30.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
30.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
30.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
31.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
31.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
31.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
31.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
31.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
31.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
32.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
32.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
32.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
32.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
32.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
32.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
33.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
33.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
33.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
33.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
33.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
33.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
34.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
34.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
34.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
34.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
34.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
34.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
35.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
35.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
35.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
35.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
35.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
35.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
36.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
36.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
36.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
36.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
36.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
36.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
37.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
37.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
37.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
37.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
37.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
37.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
38.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
38.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
38.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
38.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
38.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
38.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
39.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
39.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
39.0,HR,84,NEUTRAL,OK,hr_present,{age_s=0.0}
39.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
39.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
39.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
40.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
40.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
40.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
40.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
40.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
40.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
41.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
41.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
41.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
41.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
41.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
41.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
42.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
42.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
42.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
42.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
42.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
42.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
43.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
43.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
43.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
43.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
43.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
43.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
44.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
44.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
44.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
44.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
44.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
44.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
45.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
45.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
45.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
45.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
45.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
45.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
46.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
46.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
46.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
46.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
46.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
46.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
47.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
47.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
47.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
47.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
47.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
47.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
48.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
48.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
48.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
48.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
48.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
48.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
49.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
49.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
49.0,HR,85,NEUTRAL,OK,hr_present,{age_s=0.0}
49.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
49.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
49.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
50.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
50.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
50.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
50.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
50.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
50.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
51.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
51.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
51.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
51.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
51.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
51.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
52.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
52.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
52.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
52.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
52.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
52.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
53.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
53.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
53.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
53.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
53.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
53.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
54.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
54.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
54.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
54.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
54.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
54.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
55.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
55.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
55.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
55.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
55.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
55.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
56.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
56.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
56.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
56.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
56.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
56.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
57.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
57.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
57.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
57.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
57.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
57.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
58.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
58.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
58.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
58.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
58.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
58.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
59.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
59.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
59.0,HR,86,NEUTRAL,OK,hr_present,{age_s=0.0}
59.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
59.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
59.0,GEAR,WAIT,GRAY,NO_DATA,missing_gear,{}
60.0,SPEED,0.0,AMBER,OK,below_reference,"{reference_kmh=24.0, age_s=0.0}"
60.0,POWER,0,NEUTRAL,OK,power_present,{age_s=0.0}
60.0,HR,87,NEUTRAL,OK,hr_present,{age_s=0.0}
60.0,CADENCE,0,GRAY,OK,coasting_or_stopped,{age_s=0.0}
60.0,GRADE,WAIT,GRAY,NO_DATA,missing_grade,{}
